Column1;Column2;Column3;Column4;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15
13:45:28;273;48624;379,88;0,735;0,685;0,936;14,95;12,14;0,229;35,7;8,1;7,2
13:45:29;274;53072;414,63;0,673;0,622;0,876;17,15;15,97;0,267;35,7;8,5;7,8
13:45:30;275;56995;445,27;0,627;0,579;0,823;5,01;2,14;0,173;35,8;7,9;7,2
13:45:31;276;50092;391,34;0,713;0,663;0,916;12,08;10,84;0,214;35,7;8,4;7,6
13:45:32;277;55309;432,1;0,646;0,598;0,844;2,28;2,21;0,176;35,7;9,2;8,1
13:45:33;278;51382;401,42;0,695;0,647;0,889;3,89;2,85;0,177;35,7;8,3;7,5
13:45:34;279;56851;444,15;0,629;0,579;0,83;17,7;15,29;0,253;35,8;8,4;7,7
13:45:35;280;55966;437,23;0,638;0,589;0,836;7,96;9,31;0,227;35,7;8,3;7,5
13:45:36;281;54616;426,69;0,654;0,606;0,852;2,05;2,34;0,18;35,7;7,7;6,9
13:45:37;282;51908;405,53;0,688;0,639;0,889;6,19;5,28;0,177;35,7;8,6;7,7
13:45:38;283;52542;410,48;0,68;0,63;0,877;4,18;2,83;0,178;35,7;9,1;8,2
13:45:39;284;55475;433,4;0,644;0,593;0,847;25,29;26,61;0,34;35,7;8,6;7,7
13:45:40;285;54072;422,44;0,66;0,612;0,861;9,04;9,21;0,19;35,7;8,6;7,9
13:45:41;286;53045;414,41;0,674;0,625;0,874;15,02;14,39;0,246;35,7;8,5;7,7
13:45:42;287;53606;418,8;0,667;0,617;0,863;1,74;2,08;0,179;35,8;7,8;7,1
13:45:43;288;48712;380,56;0,733;0,684;0,933;1,92;2,22;0,181;35,7;7,7;6,9
13:45:44;289;48474;378,7;0,736;0,685;0,945;15,52;16,3;0,262;35,7;8,6;7,7
13:45:45;290;52870;413,05;0,676;0,627;0,872;1,84;2,22;0,175;35,8;7,8;7,1
13:45:46;291;48065;375,51;0,744;0,695;0,944;14,6;11,64;0,218;35,8;8;6,9
13:45:47;292;47990;374,92;0,745;0,693;0,946;5,74;6,23;0,206;35,7;8,3;7,5
13:45:48;293;53718;419,67;0,664;0,615;0,865;1,97;2,06;0,176;35,7;7,9;7,2
13:45:49;294;52051;406,65;0,687;0,635;0,897;28,46;29,96;0,431;35,7;8,3;7,5
13:45:50;295;57067;445,84;0,626;0,577;0,825;1,81;2,08;0,172;35,7;7,9;7,2
13:45:51;296;52557;410,6;0,68;0,628;0,889;20,34;17,24;0,477;35,7;8;7,3
13:45:52;297;48692;380,41;0,735;0,685;0,935;13,11;10,29;0,204;35,8;8,4;7,5
13:45:53;298;52211;407,9;0,684;0,636;0,88;4,61;3,37;0,182;35,7;8,3;7,2
13:45:54;299;53351;416,8;0,669;0,621;0,866;17,41;14,77;0,238;35,7;8,4;7,5
13:45:55;300;47918;374,36;0,746;0,696;0,945;1,89;2,21;0,178;35,8;8;7,3
13:45:56;301;46317;361,85;0,771;0,719;0,984;15,96;14,18;0,386;35,7;8,2;7,4
13:45:57;302;52364;409,09;0,682;0,635;0,876;11,63;13,14;0,212;35,7;8,1;7,4
13:45:58;303;50460;394,22;0,708;0,659;0,909;14;15,28;0,262;35,7;7,8;7,1
13:45:59;304;47803;373,46;0,748;0,698;0,946;22,88;14,76;0,301;35,7;7,3;6,6
13:46:00;305;47439;370,62;0,753;0,704;0,948;2,02;2,14;0,177;35,7;7,5;6,7
13:46:01;306;48588;379,59;0,735;0,684;0,941;8,46;8,93;0,22;35,7;7,3;6,7
13:46:02;307;52656;411,38;0,679;0,631;0,875;3,29;2,35;0,179;35,7;7,4;6,7
13:46:03;308;49548;387,09;0,722;0,672;0,921;1,95;3,03;0,184;35,8;7,3;6,6
13:46:04;309;48804;381,28;0,732;0,681;0,937;17,38;15,02;0,26;35,7;7,8;7,1
13:46:05;310;52989;413,98;0,674;0,625;0,869;4,99;3,97;0,179;35,7;7,5;6,9
13:46:06;311;53780;420,16;0,665;0,616;0,864;6,48;7,94;0,198;35,8;7,4;6,7
13:46:07;312;46661;364,54;0,766;0,717;0,964;3,66;2,22;0,181;35,7;8,1;7,3
13:46:08;313;46584;363,94;0,767;0,713;0,982;24,48;25,53;0,486;35,7;7,4;6,7
13:46:09;314;47862;373,92;0,747;0,693;0,966;24,16;25,82;0,548;35,7;7,7;6,9
13:46:10;315;48995;382,77;0,729;0,68;0,928;12,16;10,67;0,205;35,7;7,8;7
13:46:11;316;48238;376,86;0,741;0,689;0,946;19,85;21,62;0,329;35,7;7,6;6,9
13:46:12;317;48365;377,85;0,739;0,69;0,936;2,08;2,29;0,181;35,7;7,8;7
13:46:13;318;49456;386,38;0,723;0,674;0,923;1,91;2,09;0,193;35,8;8,1;7,4
13:46:14;319;53204;415,66;0,672;0,622;0,874;26,6;24,5;0,389;35,8;7,8;7,1
13:46:15;320;47047;367,55;0,759;0,708;0,959;1,9;2,13;0,183;35,7;8;7,3
13:46:16;321;46124;360,34;0,775;0,725;0,98;20,43;21,96;0,319;35,7;8;7,2
13:46:17;322;47594;371,83;0,752;0,7;0,954;1,98;2,19;0,189;35,8;8,1;7,3
13:46:18;323;47518;371,23;0,752;0,702;0,951;1,88;2,18;0,179;35,7;7,6;6,9
13:46:19;324;46595;364,02;0,767;0,718;0,967;2,03;3,61;0,187;35,7;8;7,3
13:46:20;325;48439;378,43;0,738;0,688;0,938;2,06;2,08;0,181;35,8;7,8;6,9
13:46:21;326;52295;408,55;0,684;0,635;0,878;10,11;9,37;0,224;35,8;7,5;6,5
13:46:22;327;49718;388,42;0,719;0,671;0,914;1,99;2,14;0,178;35,7;7,7;6,9
13:46:23;328;50294;392,92;0,711;0,66;0,912;2,28;2,46;0,183;35,7;7,5;6,7
13:46:24;329;47097;367,95;0,759;0,704;0,982;29,47;32,81;0,565;35,8;7,4;6,7
13:46:25;330;51340;401,09;0,696;0,647;0,891;3,15;2,11;0,178;35,7;7,5;6,8
13:46:26;331;48500;378,91;0,737;0,687;0,939;16,93;15,85;0,371;35,8;8,1;7,3
13:46:27;332;51780;404,53;0,69;0,641;0,887;1,95;2,07;0,185;35,7;8;7,1
13:46:28;333;49987;390,52;0,715;0,665;0,915;1,83;2,35;0,182;35,7;7,3;6,5
13:46:29;334;47785;373,32;0,749;0,697;0,96;13,89;18,2;0,28;35,8;7,6;6,9
13:46:30;335;54642;426,89;0,653;0,605;0,848;4;2,23;0,172;35,7;7,8;6,8
13:46:31;336;23102;180,48;0,707;0,657;0,905;16,32;14,49;0,376;35,9;3,8;3,1
13:46:32;337;0;0;0;0;0;0;0;0;36;0,2;0,1
13:46:33;338;0;0;0;0;0;0;0;0;36;0,2;0
13:46:34;339;0;0;0;0;0;0;0;0;36;0,2;0
13:46:35;340;0;0;0;0;0;0;0;0;36;0,4;0
13:46:36;341;0;0;0;0;0;0;0;0;36;0,2;0,1
13:46:37;342;0;0;0;0;0;0;0;0;36;0,2;0,1
13:46:38;343;43;0,34;1751,912;1751,912;0;6854,48;0;3022,69;36;0,2;0,1
13:46:39;344;0;0;0;0;0;0;0;0;36;0,1;0
13:46:40;345;0;0;0;0;0;0;0;0;36;0,1;0,1
13:46:41;346;0;0;0;0;0;0;0;0;36;0,2;0,1
13:46:42;347;0;0;0;0;0;0;0;0;36;0,1;0
13:46:43;348;12663;98,93;29,703;0,957;143,036;23,82;12181,16;562,426;35,9;3,7;2,6
13:46:44;349;45491;355,4;0,784;0,687;1,175;9,89;21,6;0,332;35,6;7,7;6,8
13:46:45;350;50602;395,33;0,705;0,608;1,097;1,83;18,06;0,308;35,7;8,3;6,4
13:46:46;351;49985;390,51;0,716;0,621;1,093;12,01;8,55;0,317;35,8;7,1;6,3
13:46:47;352;47333;369,79;0,755;0,66;1,131;1,89;6,98;0,278;35,7;7,7;7
13:46:48;353;53675;419,34;0,666;0,568;1,052;3,78;4,57;0,282;35,7;7,8;6,9
13:46:49;354;46562;363,77;0,767;0,67;1,156;21,02;21,98;0,43;35,7;8;7,2
13:46:50;355;47203;368,77;0,758;0,664;1,137;14,27;16,65;0,343;35,8;8;7,3
13:46:51;356;46190;360,86;0,774;0,678;1,156;8,82;8,47;0,31;35,7;7,8;7,1
13:46:52;357;45945;358,95;0,779;0,683;1,161;8,87;8,73;0,32;35,8;7,7;7
13:46:53;358;48121;375,95;0,743;0,65;1,116;2,53;4,33;0,271;35,8;7,6;6,9
13:46:54;359;49574;387,3;0,721;0,625;1,108;16,81;18,85;0,373;35,7;7,4;6,7
13:46:55;360;45339;354,21;0,79;0,696;1,172;2,57;4,35;0,277;35,8;8,1;7,4
13:46:56;361;45921;358,76;0,778;0,684;1,151;2,52;4,28;0,273;35,7;8,2;7
13:46:57;362;46984;367,06;0,761;0,664;1,144;15,84;16,78;0,48;35,8;7,3;6,5
13:46:58;363;46142;360,48;0,774;0,68;1,151;1,92;4,49;0,27;35,7;7,7;6,9
13:46:59;364;45844;358,16;0,78;0,683;1,158;3,03;14,39;0,292;35,8;7,6;6,8
13:47:00;365;46364;362,22;0,771;0,672;1,156;3,75;20,54;0,324;35,8;7,3;6,6
13:47:01;366;45130;352,58;0,793;0,696;1,175;8,2;19,58;0,334;35,8;6,9;6,1
13:47:02;367;47735;372,93;0,749;0,654;1,126;9,05;11,84;0,324;35,8;7,1;6,4
13:47:03;368;46160;360,63;0,774;0,679;1,151;15,62;4,38;0,325;35,7;8,2;7,1
13:47:04;369;46973;366,98;0,761;0,666;1,145;22,79;20,8;0,443;35,7;7,5;6,8
13:47:05;370;46897;366,38;0,762;0,668;1,139;3,9;5,28;0,278;35,7;7,5;6,7
13:47:06;371;47480;370,94;0,753;0,659;1,132;2,09;18,3;0,292;35,8;7,9;6,9
13:47:07;372;47589;371,79;0,751;0,654;1,132;8,23;7,31;0,312;35,7;8;7,1
13:47:08;373;46093;360,1;0,775;0,683;1,153;2,06;5,34;0,273;35,7;7,5;6,6
13:47:09;374;44855;350,43;0,797;0,699;1,189;23,68;27,19;0,512;35,8;7;6,3
13:47:10;375;46739;365,15;0,765;0,669;1,148;3,18;16,15;0,288;35,8;7,4;6,6
13:47:11;376;45966;359,11;0,779;0,686;1,152;8,05;9,31;0,288;35,8;7,5;6,8
13:47:12;377;46081;360,01;0,776;0,682;1,152;9,81;9,74;0,316;35,8;7,2;6,5
13:47:13;378;45339;354,21;0,788;0,692;1,17;1,99;4,74;0,28;35,7;7,3;6,6
13:47:14;379;45698;357,02;0,783;0,687;1,167;21,88;22,27;0,451;35,8;7,3;6,7
13:47:15;380;45050;351,95;0,794;0,698;1,174;2,09;4,49;0,277;35,8;7,9;7,1
13:47:16;381;44998;351,55;0,795;0,701;1,17;8,08;8,37;0,285;35,8;7,3;6,6
13:47:17;382;45629;356,48;0,784;0,689;1,161;6,13;4,51;0,286;35,8;7,4;6,7
13:47:18;383;46929;366,63;0,762;0,667;1,145;2,59;4,36;0,276;35,8;7,7;6,9
13:47:19;384;43887;342,87;0,814;0,719;1,191;23,23;18,82;0,441;35,7;7,4;6,6
13:47:20;385;47191;368,68;0,756;0,661;1,133;17,41;4,38;0,302;35,8;7,7;6,7
13:47:21;386;49125;383,79;0,729;0,632;1,116;16,63;18,52;0,412;35,7;7,4;6,6
13:47:22;387;46893;366,35;0,764;0,67;1,14;9,27;4,49;0,298;35,8;6,7;6,1
13:47:23;388;45121;352,51;0,792;0,699;1,164;1,99;4,31;0,27;35,8;7,7;6,9
13:47:24;389;48753;380,88;0,733;0,637;1,121;21,14;19,98;0,438;35,7;7,4;6,6
13:47:25;390;46543;363,62;0,768;0,672;1,15;2,9;5,7;0,284;35,7;7,3;6,6
13:47:26;391;46043;359,71;0,777;0,682;1,154;1,98;4,3;0,273;35,8;7,4;6,6
13:47:27;392;46361;362,2;0,772;0,677;1,155;1,96;17,82;0,295;35,8;7,3;6,7
13:47:28;393;45394;354,64;0,787;0,694;1,16;2,19;4,82;0,27;35,7;7,4;6,6
13:47:29;394;44672;349;0,8;0,704;1,179;21,24;20,67;0,42;35,7;7,4;6,7
13:47:30;395;46682;364,7;0,767;0,674;1,144;1,89;13,42;0,281;35,8;7;6,4
13:47:31;396;45147;352,71;0,792;0,699;1,172;6,2;5,49;0,28;35,7;7,5;6,8
13:47:32;397;45280;353,75;0,789;0,695;1,171;1,91;4,63;0,275;35,7;7,5;6,8
13:47:33;398;46230;361,17;0,773;0,68;1,155;12,97;11,6;0,324;35,7;7,5;6,7
13:47:34;399;46789;365,54;0,765;0,669;1,145;20,19;17,1;0,392;35,8;7;6,2
13:47:35;400;45635;356,52;0,783;0,687;1,164;3,38;4,43;0,277;35,8;7,2;6,4
13:47:36;401;46285;361,6;0,773;0,677;1,156;4,08;19;0,298;35,8;7,7;6,8
13:47:37;402;46703;364,87;0,765;0,671;1,143;2,03;4,34;0,278;35,7;7,3;6,6
13:47:38;403;46364;362,22;0,772;0,676;1,151;1,91;12,28;0,285;35,8;7,3;6,5
13:47:39;404;46414;362,61;0,77;0,671;1,166;28,58;30,44;0,623;35,7;7,9;7
13:47:40;405;45590;356,17;0,784;0,688;1,167;2,18;6,86;0,286;35,8;7,2;6,4
13:47:41;406;45823;357,99;0,781;0,686;1,162;1,98;16,53;0,286;35,8;7,5;6,7
13:47:42;407;46345;362,07;0,771;0,676;1,151;1,94;4,46;0,276;35,7;6,9;6,1
13:47:43;408;45153;352,76;0,792;0,695;1,174;1,95;4,34;0,281;35,8;7,7;6,9
13:47:44;409;46197;360,91;0,774;0,681;1,146;28,4;17,24;0,532;35,8;7,8;6,9
13:47:45;410;45374;354,48;0,788;0,693;1,167;1,92;6,82;0,283;35,8;8;7,2
13:47:46;411;47196;368,72;0,758;0,662;1,14;1,96;4,35;0,28;35,8;8,1;7,2
13:47:47;412;44561;348,13;0,802;0,709;1,178;2,21;4,5;0,272;35,8;7,7;6,7
13:47:48;413;45080;352,19;0,793;0,698;1,174;2,13;9,18;0,281;35,7;7,4;6,6
13:47:49;414;45793;357,76;0,781;0,684;1,164;28,99;26,5;0,533;35,7;7,7;6,9
13:47:50;415;48722;380,64;0,735;0,638;1,119;15,29;9,47;0,329;35,8;7,5;6,7
13:47:51;416;47781;373,29;0,748;0,654;1,128;14,12;10,62;0,349;35,7;7,7;6,9
13:47:52;417;44251;345,71;0,809;0,716;1,192;7,59;7,66;0,295;35,8;7,6;6,8
13:47:53;418;50544;394,88;0,707;0,61;1,089;1,85;4,5;0,284;35,7;7,3;6,5
13:47:54;419;46551;363,68;0,768;0,676;1,141;21,3;13,42;0,445;35,8;7,7;7
13:47:55;420;45083;352,21;0,793;0,7;1,176;9,47;6,76;0,286;35,8;7,2;6,5
13:47:56;421;47352;369,94;0,755;0,659;1,142;18,04;18,99;0,498;35,8;7,5;6,7
13:47:57;422;47083;367,84;0,76;0,664;1,14;7,93;8,48;0,302;35,8;7,5;6,7
13:47:58;423;48882;381,89;0,731;0,635;1,113;4,45;4,39;0,279;35,7;7,5;6,7
13:47:59;424;47579;371,71;0,751;0,658;1,131;16,66;14,24;0,347;35,7;7,2;6,5
13:48:00;425;45844;358,16;0,781;0,687;1,162;3,04;4,55;0,279;35,8;7,2;6,5
13:48:01;426;45618;356,39;0,783;0,687;1,164;5,08;4,5;0,284;35,7;7,8;6,9
13:48:02;427;47925;374,41;0,746;0,654;1,127;2,31;4,28;0,272;35,8;7,6;6,7
13:48:03;428;46555;363,71;0,768;0,674;1,149;4,39;5,34;0,281;35,7;8,9;6,5
13:48:04;429;45376;354,5;0,788;0,694;1,172;21,02;16,55;0,496;35,7;7,5;6,7
13:48:05;430;45495;355,43;0,787;0,692;1,167;3,57;14,7;0,287;35,8;7,1;6,3
13:48:06;431;46388;362,41;0,771;0,675;1,15;2,19;13,71;0,288;35,8;7,7;6,9
13:48:07;432;46504;363,31;0,769;0,672;1,155;8,74;9,11;0,311;35,7;7,3;6,6
13:48:08;433;45553;355,88;0,785;0,69;1,166;9;8,99;0,309;35,7;7,7;7
13:48:09;434;45273;353,7;0,79;0,695;1,169;22,05;25,2;0,664;35,8;7,1;6,4
13:48:10;435;46456;362,94;0,771;0,676;1,145;2,73;6,08;0,272;35,8;7,1;6,4
13:48:11;436;45381;354,54;0,788;0,693;1,171;2,67;15,53;0,29;35,8;7,2;6,6
13:48:12;437;45888;358,5;0,779;0,685;1,16;7,9;12,79;0,315;35,7;7,6;6,8
13:48:13;438;46954;366,83;0,761;0,668;1,138;8,95;8,76;0,298;35,7;7;6,4
13:48:14;439;46342;362,05;0,772;0,677;1,153;20,73;18,99;0,407;35,8;7,4;6,6
13:48:15;440;48688;380,38;0,734;0,638;1,117;2,84;4,55;0,286;35,8;7,4;6,7
13:48:16;441;49686;388,17;0,72;0,623;1,103;2,25;14,42;0,289;35,8;6,6;6
13:48:17;442;45336;354,19;0,789;0,696;1,165;9,38;9,64;0,307;35,8;7,7;6,8
13:48:18;443;45207;353,18;0,792;0,698;1,173;2,45;4,56;0,272;35,8;7,7;7
13:48:19;444;45128;352,56;0,792;0,694;1,175;22,99;16,25;0,441;35,7;7,2;6,4
13:48:20;445;44440;347,19;0,805;0,709;1,184;2,11;4,8;0,276;35,7;7,4;6,6
13:48:21;446;44385;346,76;0,805;0,706;1,201;14,21;16,79;0,389;35,8;7,2;6,5
13:48:22;447;46147;360,52;0,775;0,681;1,152;7,15;7,73;0,281;35,8;7,1;6,3
13:48:23;448;47679;372,49;0,751;0,656;1,134;9,4;9,46;0,317;35,8;7,6;6,8
13:48:24;449;46607;364,12;0,767;0,67;1,156;20,6;18,81;0,498;35,7;7,5;6,8
13:48:25;450;46141;360,48;0,775;0,681;1,161;3,1;4,41;0,281;35,7;7,8;7
13:48:26;451;50162;391,89;0,716;0,618;1,108;6,33;7,16;0,298;35,9;7,4;6,7
13:48:27;452;45497;355,45;0,784;0,689;1,167;6,48;7,18;0,289;35,6;7,6;6,9
13:48:28;453;44598;348,42;0,802;0,705;1,19;9,02;7,53;0,334;35,7;7;6,3
13:48:29;454;44938;351,08;0,795;0,701;1,173;21,46;18,34;0,403;35,7;7,3;6,6
13:48:30;455;45153;352,76;0,793;0,698;1,172;2,94;4,69;0,274;35,8;7,5;6,7
13:48:31;456;48997;382,79;0,73;0,635;1,114;2,5;4,23;0,284;35,7;7,5;6,7
13:48:32;457;44432;347,13;0,804;0,712;1,186;8,96;8,62;0,304;35,7;7,6;6,9
13:48:33;458;47343;369,87;0,756;0,66;1,138;8,67;8,51;0,299;35,8;7,1;6,4
13:48:34;459;47433;370,57;0,754;0,655;1,154;23,1;23,21;0,472;35,7;7,6;6,9
13:48:35;460;45386;354,58;0,788;0,693;1,172;2,93;5,1;0,276;35,8;7,4;6,7
13:48:36;461;50385;393,63;0,71;0,613;1,098;2,81;13,45;0,293;35,8;8,1;7,3
13:48:37;462;47351;369,93;0,755;0,66;1,139;7,1;9,8;0,299;35,7;7,1;6,2
13:48:38;463;46672;364,63;0,767;0,671;1,152;8,14;8,04;0,304;35,8;7,5;6,9
13:48:39;464;45097;352,32;0,793;0,698;1,176;23,93;22,32;0,481;35,8;7,3;6,7
13:48:40;465;46256;361,38;0,773;0,676;1,153;2,22;5,23;0,282;35,7;7,3;6,5
13:48:41;466;48233;376,82;0,741;0,646;1,127;3,24;10,3;0,281;35,7;7,3;6,5
13:48:42;467;46212;361,03;0,775;0,68;1,155;5,4;6,1;0,283;35,8;6,9;6,3
13:48:43;468;45074;352,14;0,793;0,697;1,173;9,71;10,06;0,311;35,7;7,3;6,6
13:48:44;469;44116;344,66;0,81;0,712;1,203;17,74;14,73;0,397;35,8;7,5;6,9
13:48:45;470;46114;360,27;0,775;0,681;1,157;2,38;16,42;0,307;35,7;8,1;7,4
13:48:46;471;45722;357,2;0,783;0,69;1,16;5,09;19,88;0,289;35,8;7,7;7
13:48:47;472;48127;375,99;0,742;0,646;1,126;8,05;8,32;0,309;35,7;7,7;6,9
13:48:48;473;44853;350,41;0,797;0,701;1,179;9,53;10,02;0,315;35,7;7,7;7
13:48:49;474;44162;345,02;0,81;0,715;1,187;25,39;28,13;0,513;35,8;7,6;6,9
13:48:50;475;45840;358,13;0,78;0,685;1,153;3,01;4,49;0,275;35,7;7,5;7
13:48:51;476;46209;361,01;0,774;0,679;1,146;3,02;4,36;0,279;35,8;7,9;7,2
13:48:52;477;46923;366,59;0,762;0,667;1,143;3,07;4,31;0,284;35,8;7,8;7,1
13:48:53;478;49885;389,73;0,717;0,622;1,098;9,24;9,59;0,312;35,8;7,3;6,5
13:48:54;479;47582;371,73;0,751;0,653;1,137;24,32;23,49;0,472;35,7;6,8;6,1
13:48:55;480;44947;351,15;0,795;0,7;1,173;2,17;8,99;0,278;35,7;7,7;7
13:48:56;481;44784;349,88;0,799;0,702;1,186;14,8;15,19;0,423;35,8;7,5;6,7
13:48:57;482;46789;365,54;0,764;0,669;1,143;9,33;7,57;0,314;35,8;7,5;6,8
13:48:58;483;46674;364,64;0,766;0,67;1,148;9,26;10,09;0,325;35,7;7;6,3
13:48:59;484;48087;375,68;0,744;0,649;1,13;19,45;18,97;0,439;35,8;8;7,2
13:49:00;485;44780;349,84;0,799;0,704;1,176;4,67;4,16;0,27;35,8;7,2;6,5
13:49:01;486;47929;374,45;0,746;0,65;1,127;2,97;14,27;0,291;35,7;6,6;5,9
13:49:02;487;46805;365,66;0,764;0,669;1,142;2,66;4,57;0,278;35,8;7,4;6,5
13:49:03;488;45892;358,53;0,778;0,683;1,158;2,31;4,87;0,283;35,7;7,3;6,6
13:49:04;489;46538;363,58;0,769;0,672;1,161;18,97;18,81;0,4;35,8;7,5;6,2
13:49:05;490;45766;357,55;0,781;0,687;1,158;2,84;4,39;0,274;35,7;7,6;6,8
13:49:06;491;46212;361,03;0,774;0,682;1,146;2,98;13,93;0,28;35,8;7,2;6,5
13:49:07;492;46629;364,29;0,767;0,672;1,15;7,62;8,18;0,296;35,8;7,2;6,6
13:49:08;493;44390;346,8;0,805;0,71;1,182;2,57;4,48;0,281;35,7;7,4;6,6
13:49:09;494;45982;359,23;0,777;0,684;1,155;21,94;17,21;0,489;35,7;7,6;7
13:49:10;495;48345;377,7;0,74;0,644;1,121;3,12;4,51;0,279;35,8;7,6;6,8
13:49:11;496;48109;375,85;0,744;0,648;1,125;4,64;7,64;0,286;35,8;7,5;6,8
13:49:12;497;46145;360,51;0,775;0,68;1,156;9,16;7,02;0,317;35,8;7,3;6,7
13:49:13;498;45365;354,41;0,788;0,692;1,167;7,32;8,43;0,292;35,7;7,4;6,7
13:49:14;499;46398;362,48;0,771;0,675;1,152;21,59;21,27;0,431;35,8;7,5;6,9
13:49:15;500;45327;354,12;0,789;0,695;1,165;3,11;4,97;0,277;35,8;7,5;6,7
13:49:16;501;44419;347,02;0,804;0,709;1,188;5,38;4,54;0,281;35,7;7,6;6,9
13:49:17;502;46828;365,84;0,764;0,668;1,152;2,77;14,29;0,298;35,8;7,5;6,9
13:49:18;503;47020;367,34;0,76;0,665;1,143;9,28;12,19;0,311;35,8;7,1;6,2
13:49:19;504;44982;351,42;0,795;0,699;1,178;26,79;30,39;0,527;35,8;7,1;6,3
13:49:20;505;44970;351,33;0,795;0,7;1,17;2,56;4,52;0,274;35,8;7,7;7
13:49:21;506;45190;353,05;0,792;0,697;1,176;11,52;13;0,311;35,8;7,2;6,6
13:49:22;507;45646;356,61;0,783;0,692;1,155;3,64;4,49;0,265;35,7;7,5;6,8
13:49:23;508;45641;356,57;0,783;0,689;1,159;2,85;4,35;0,273;35,7;7,6;6,9
13:49:24;509;47437;370,6;0,754;0,655;1,139;20,85;13,57;0,44;35,8;7;6,3
13:49:25;510;46133;360,41;0,775;0,68;1,154;2,45;4,33;0,277;35,8;7,6;6,8
13:49:26;511;47431;370,55;0,755;0,662;1,135;2,14;17,86;0,289;35,8;7,1;6,4
13:49:27;512;44537;347,95;0,802;0,71;1,177;9,43;11,48;0,299;35,7;7,3;6,6
13:49:28;513;45441;355,01;0,787;0,692;1,165;1,99;4,62;0,279;35,8;7,8;7,1
13:49:29;514;45305;353,95;0,789;0,693;1,174;26,1;22,96;0,486;35,7;7,1;6,3
13:49:30;515;45588;356,16;0,784;0,689;1,16;4,2;4,61;0,275;35,7;7,1;6,3
13:49:31;516;46195;360,9;0,775;0,684;1,145;16,39;14,17;0,328;35,8;7,4;6,8
13:49:32;517;45337;354,2;0,789;0,694;1,166;2,58;5,36;0,277;35,8;7,1;6,4
13:49:33;518;45075;352,15;0,793;0,699;1,176;8,05;8,5;0,295;35,7;7,2;6,5
13:49:34;519;46991;367,12;0,761;0,664;1,146;22,66;22,09;0,477;35,8;6,9;6,1
13:49:35;520;47220;368,91;0,757;0,661;1,139;3,86;5,38;0,283;35,7;7,1;6,5
13:49:36;521;45212;353,22;0,791;0,696;1,171;2,87;13,21;0,288;35,8;7;6,2
13:49:37;522;49245;384,73;0,726;0,632;1,104;2,03;4,55;0,278;35,7;7,3;6,7
13:49:38;523;45786;357,7;0,781;0,684;1,162;8,36;9,02;0,298;35,8;7,5;7
13:49:39;524;47035;367,46;0,76;0,662;1,153;22,01;23,35;0,449;35,8;7,3;6,7
13:49:40;525;44756;349,66;0,798;0,702;1,179;2,71;4,57;0,277;35,7;7;6,3
13:49:41;526;44746;349,58;0,8;0,704;1,183;2,78;4,46;0,281;35,8;7,1;6,3
13:49:42;527;47696;372,63;0,75;0,654;1,131;1,89;5,38;0,276;35,8;6,8;6,2
13:49:43;528;45801;357,82;0,78;0,684;1,156;8,15;8,44;0,303;35,7;6,8;6,2
13:49:44;529;45345;354,26;0,789;0,692;1,17;22,48;21,83;0,473;35,8;7,4;6,5
13:49:45;530;47550;371,48;0,752;0,658;1,139;15,07;15,39;0,429;35,8;7,5;6,5
13:49:46;531;48489;378,82;0,738;0,643;1,118;2,45;13,49;0,283;35,8;7,9;7,1
13:49:47;532;44925;350,98;0,796;0,702;1,184;2,57;6,95;0,283;35,8;7,4;6,6
13:49:48;533;45704;357,06;0,782;0,686;1,157;9,62;9,47;0,316;35,7;7,7;6,9
13:49:49;534;44298;346,08;0,807;0,711;1,186;23,53;24,71;0,478;35,8;8,2;7,1
13:49:50;535;46230;361,17;0,773;0,677;1,156;2,24;10,97;0,283;35,8;7,5;6,7
13:49:51;536;45542;355,8;0,785;0,69;1,174;7,36;17,98;0,311;35,8;7,8;7,1
13:49:52;537;49162;384,08;0,727;0,63;1,118;12,77;13,44;0,331;35,7;7,5;6,8
13:49:53;538;47249;369,13;0,756;0,66;1,137;4,24;5,21;0,282;35,7;7,1;6,4
13:49:54;539;45921;358,76;0,779;0,68;1,165;21,76;23,02;0,458;35,8;7,6;6,9
13:49:55;540;45458;355,14;0,786;0,691;1,167;2,69;4,44;0,28;35,7;7,5;6,8
13:49:56;541;44820;350,16;0,797;0,703;1,18;2,27;4,63;0,282;35,7;7,4;6,7
13:49:57;542;45325;354,1;0,79;0,695;1,176;19,57;17,16;0,393;35,8;7,5;6,9
13:49:58;543;48313;377,45;0,74;0,644;1,124;8,93;9,46;0,313;35,8;7,5;6,7
13:49:59;544;46134;360,42;0,775;0,677;1,166;20,79;20,71;0,415;35,7;7,5;6,8
13:50:00;545;45415;354,8;0,788;0,692;1,168;2,63;4,45;0,283;35,8;7,7;7
13:50:01;546;45947;358,96;0,778;0,684;1,16;2,72;4,78;0,281;35,7;6,9;6,2
13:50:02;547;45588;356,16;0,785;0,691;1,165;2,86;4,48;0,275;35,8;7,7;7
13:50:03;548;47405;370,35;0,754;0,657;1,137;9,67;6,94;0,306;35,7;7,9;7,2
13:50:04;549;46527;363,49;0,768;0,669;1,155;18,44;17,11;0,408;35,7;7,5;6,8
13:50:05;550;46524;363,47;0,769;0,675;1,15;3,19;4,37;0,279;35,8;7,7;7,1
